"","state","state.fips","county","county.code","commodity","data.item","domain.category","value"
"South_Dakota.5833","SOUTH DAKOTA",46,"UNION",127,"CORN","CORN, GRAIN - ACRES HARVESTED","","123,105"
"South_Dakota.5834","SOUTH DAKOTA",46,"UNION",127,"CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","","22,104,932"
"South_Dakota.5835","SOUTH DAKOTA",46,"UNION",127,"CORN","CORN, SILAGE - OPERATIONS WITH AREA HARVESTED","","26"
"South_Dakota.5836","SOUTH DAKOTA",46,"UNION",127,"CORN","CORN, SILAGE - ACRES HARVESTED","","3,748"
"South_Dakota.5837","SOUTH DAKOTA",46,"UNION",127,"CORN","CORN, SILAGE - PRODUCTION, MEASURED IN TONS","","61,252"
"South_Dakota.5838","SOUTH DAKOTA",46,"UNION",127,"WHEAT","WHEAT - OPERATIONS WITH AREA HARVESTED","","3"
"South_Dakota.5839","SOUTH DAKOTA",46,"UNION",127,"WHEAT","WHEAT - ACRES HARVESTED","","342"
"South_Dakota.5840","SOUTH DAKOTA",46,"UNION",127,"WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","","28,552"
"South_Dakota.5841","SOUTH DAKOTA",46,"UNION",127,"WHEAT","WHEAT, WINTER - OPERATIONS WITH AREA HARVESTED","","3"
"South_Dakota.5842","SOUTH DAKOTA",46,"UNION",127,"WHEAT","WHEAT, WINTER - ACRES HARVESTED","","342"
"South_Dakota.5843","SOUTH DAKOTA",46,"UNION",127,"WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU","","28,552"
"South_Dakota.5844","SOUTH DAKOTA",46,"UNION",127,"OATS","OATS - OPERATIONS WITH AREA HARVESTED","","5"
"South_Dakota.5845","SOUTH DAKOTA",46,"UNION",127,"OATS","OATS - ACRES HARVESTED","","204"
"South_Dakota.5846","SOUTH DAKOTA",46,"UNION",127,"OATS","OATS - PRODUCTION, MEASURED IN BU","","15,800"
"South_Dakota.5847","SOUTH DAKOTA",46,"UNION",127,"SOYBEANS","SOYBEANS - OPERATIONS WITH AREA HARVESTED","","321"
"South_Dakota.5848","SOUTH DAKOTA",46,"UNION",127,"SOYBEANS","SOYBEANS - ACRES HARVESTED","","115,615"
"South_Dakota.5849","SOUTH DAKOTA",46,"UNION",127,"SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","","6,342,303"
"South_Dakota.5850","SOUTH DAKOTA",46,"UNION",127,"HAY & HAYLAGE","HAY & HAYLAGE - OPERATIONS WITH AREA HARVESTED","","155"
"South_Dakota.5851","SOUTH DAKOTA",46,"UNION",127,"HAY & HAYLAGE","HAY & HAYLAGE - ACRES HARVESTED","","8,256"
"South_Dakota.5852","SOUTH DAKOTA",46,"UNION",127,"HAY & HAYLAGE","HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS","","32,104"
"South_Dakota.5853","SOUTH DAKOTA",46,"UNION",127,"VEGETABLE TOTALS","VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA HARVESTED","","4"
"South_Dakota.5854","SOUTH DAKOTA",46,"UNION",127,"VEGETABLE TOTALS","VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED","","4"
"South_Dakota.5855","SOUTH DAKOTA",46,"UNION",127,"POTATOES","POTATOES - OPERATIONS WITH AREA HARVESTED","","1"
"South_Dakota.5856","SOUTH DAKOTA",46,"UNION",127,"POTATOES","POTATOES - ACRES HARVESTED","","(D)"
"South_Dakota.5857","SOUTH DAKOTA",46,"UNION",127,"ORCHARDS","ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING","","8"
"South_Dakota.5858","SOUTH DAKOTA",46,"UNION",127,"ORCHARDS","ORCHARDS - ACRES BEARING & NON-BEARING","","28"
"South_Dakota.5859","SOUTH DAKOTA",46,"UNION",127,"AG LAND","AG LAND, INCL BUILDINGS - OPERATIONS WITH ASSET VALUE","","557"
"South_Dakota.5860","SOUTH DAKOTA",46,"WALWORTH",129,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","","256"
"South_Dakota.5861","SOUTH DAKOTA",46,"WALWORTH",129,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (1.0 TO 9.9 ACRES)","6"
"South_Dakota.5862","SOUTH DAKOTA",46,"WALWORTH",129,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (10.0 TO 49.9 ACRES)","23"
"South_Dakota.5863","SOUTH DAKOTA",46,"WALWORTH",129,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (50 TO 179 ACRES)","44"
"South_Dakota.5864","SOUTH DAKOTA",46,"WALWORTH",129,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (180 TO 499 ACRES)","46"
"South_Dakota.5865","SOUTH DAKOTA",46,"WALWORTH",129,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (500 TO 999 ACRES)","35"
"South_Dakota.5866","SOUTH DAKOTA",46,"WALWORTH",129,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (1,000 OR MORE ACRES)","102"
"South_Dakota.5867","SOUTH DAKOTA",46,"WALWORTH",129,"FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","","453,301"
"South_Dakota.5868","SOUTH DAKOTA",46,"WALWORTH",129,"FARM OPERATIONS","FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION","","1,771"
"South_Dakota.5869","SOUTH DAKOTA",46,"WALWORTH",129,"FARM OPERATIONS","FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION, MEDIAN","","613"
"South_Dakota.5870","SOUTH DAKOTA",46,"WALWORTH",129,"AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / OPERATION","","3,506,300"
"South_Dakota.5871","SOUTH DAKOTA",46,"WALWORTH",129,"AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","","1,980"
"South_Dakota.5872","SOUTH DAKOTA",46,"WALWORTH",129,"MACHINERY TOTALS","MACHINERY TOTALS - ASSET VALUE, MEASURED IN $","","91,141,000"
"South_Dakota.5873","SOUTH DAKOTA",46,"WALWORTH",129,"MACHINERY TOTALS","MACHINERY TOTALS - ASSET VALUE, MEASURED IN $ / OPERATION","","356,021"
"South_Dakota.5874","SOUTH DAKOTA",46,"WALWORTH",129,"AG LAND","AG LAND, CROPLAND - NUMBER OF OPERATIONS","","227"
"South_Dakota.5875","SOUTH DAKOTA",46,"WALWORTH",129,"AG LAND","AG LAND, CROPLAND - ACRES","","273,828"
"South_Dakota.5876","SOUTH DAKOTA",46,"WALWORTH",129,"AG LAND","AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS","","172"
"South_Dakota.5877","SOUTH DAKOTA",46,"WALWORTH",129,"AG LAND","AG LAND, CROPLAND, HARVESTED - ACRES","","237,695"
"South_Dakota.5878","SOUTH DAKOTA",46,"WALWORTH",129,"AG LAND","AG LAND, IRRIGATED - NUMBER OF OPERATIONS","","8"
"South_Dakota.5879","SOUTH DAKOTA",46,"WALWORTH",129,"AG LAND","AG LAND, IRRIGATED - ACRES","","2,811"
"South_Dakota.5880","SOUTH DAKOTA",46,"WALWORTH",129,"COMMODITY TOTALS","COMMODITY TOTALS - SALES, MEASURED IN $","","87,056,000"
"South_Dakota.5881","SOUTH DAKOTA",46,"WALWORTH",129,"COMMODITY TOTALS","COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION","","340,063"
"South_Dakota.5882","SOUTH DAKOTA",46,"WALWORTH",129,"CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","","61,045,000"
"South_Dakota.5883","SOUTH DAKOTA",46,"WALWORTH",129,"ANIMAL TOTALS","ANIMAL TOTALS, INCL PRODUCTS - SALES, MEASURED IN $","","26,012,000"
"South_Dakota.5884","SOUTH DAKOTA",46,"WALWORTH",129,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","",""
"South_Dakota.5885","SOUTH DAKOTA",46,"WALWORTH",129,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (LESS THAN 2,500 $)","63"
"South_Dakota.5886","SOUTH DAKOTA",46,"WALWORTH",129,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (2,500 TO 4,999 $)","6"
"South_Dakota.5887","SOUTH DAKOTA",46,"WALWORTH",129,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (5,000 TO 9,999 $)","10"
"South_Dakota.5888","SOUTH DAKOTA",46,"WALWORTH",129,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (10,000 TO 24,999 $)","17"
"South_Dakota.5889","SOUTH DAKOTA",46,"WALWORTH",129,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (25,000 TO 49,999 $)","15"
"South_Dakota.5890","SOUTH DAKOTA",46,"WALWORTH",129,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (50,000 TO 99,999 $)","30"
"South_Dakota.5891","SOUTH DAKOTA",46,"WALWORTH",129,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (100,000 OR MORE $)","115"
"South_Dakota.5892","SOUTH DAKOTA",46,"WALWORTH",129,"GOVT PROGRAMS","GOVT PROGRAMS, FEDERAL - OPERATIONS WITH RECEIPTS","","196"
"South_Dakota.5893","SOUTH DAKOTA",46,"WALWORTH",129,"GOVT PROGRAMS","GOVT PROGRAMS, FEDERAL - RECEIPTS, MEASURED IN $","","6,182,000"
"South_Dakota.5894","SOUTH DAKOTA",46,"WALWORTH",129,"INCOME, FARM-RELATED","INCOME, FARM-RELATED - OPERATIONS WITH RECEIPTS","","175"
"South_Dakota.5895","SOUTH DAKOTA",46,"WALWORTH",129,"INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $","","8,135,000"
"South_Dakota.5896","SOUTH DAKOTA",46,"WALWORTH",129,"EXPENSE TOTALS","EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $","","76,036,000"
"South_Dakota.5897","SOUTH DAKOTA",46,"WALWORTH",129,"EXPENSE TOTALS","EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $ / OPERATION","","297,016"
"South_Dakota.5898","SOUTH DAKOTA",46,"WALWORTH",129,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - OPERATIONS WITH NET INCOME","","256"
"South_Dakota.5899","SOUTH DAKOTA",46,"WALWORTH",129,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","","25,338,000"
"South_Dakota.5900","SOUTH DAKOTA",46,"WALWORTH",129,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","","98,976"
"South_Dakota.5901","SOUTH DAKOTA",46,"WALWORTH",129,"CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","","115"
"South_Dakota.5902","SOUTH DAKOTA",46,"WALWORTH",129,"CATTLE","CATTLE, INCL CALVES - INVENTORY","","41,941"
"South_Dakota.5903","SOUTH DAKOTA",46,"WALWORTH",129,"CATTLE","CATTLE, COWS, BEEF - OPERATIONS WITH INVENTORY","","103"
"South_Dakota.5904","SOUTH DAKOTA",46,"WALWORTH",129,"CATTLE","CATTLE, COWS, BEEF - INVENTORY","","19,062"
"South_Dakota.5905","SOUTH DAKOTA",46,"WALWORTH",129,"CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH SALES","","117"
"South_Dakota.5906","SOUTH DAKOTA",46,"WALWORTH",129,"CATTLE","CATTLE, INCL CALVES - SALES, MEASURED IN HEAD","","22,752"
"South_Dakota.5907","SOUTH DAKOTA",46,"WALWORTH",129,"HOGS","HOGS - OPERATIONS WITH INVENTORY","","3"
"South_Dakota.5908","SOUTH DAKOTA",46,"WALWORTH",129,"HOGS","HOGS - INVENTORY","","60"
"South_Dakota.5909","SOUTH DAKOTA",46,"WALWORTH",129,"HOGS","HOGS - OPERATIONS WITH SALES","","3"
"South_Dakota.5910","SOUTH DAKOTA",46,"WALWORTH",129,"HOGS","HOGS - SALES, MEASURED IN HEAD","","45"
"South_Dakota.5911","SOUTH DAKOTA",46,"WALWORTH",129,"SHEEP","SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY","","5"
"South_Dakota.5912","SOUTH DAKOTA",46,"WALWORTH",129,"SHEEP","SHEEP, INCL LAMBS - INVENTORY","","226"
"South_Dakota.5913","SOUTH DAKOTA",46,"WALWORTH",129,"CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","","3"
"South_Dakota.5914","SOUTH DAKOTA",46,"WALWORTH",129,"CHICKENS","CHICKENS, LAYERS - INVENTORY","","129"
"South_Dakota.5915","SOUTH DAKOTA",46,"WALWORTH",129,"CHICKENS","CHICKENS, BROILERS - OPERATIONS WITH SALES","","1"
"South_Dakota.5916","SOUTH DAKOTA",46,"WALWORTH",129,"CHICKENS","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","","(D)"
"South_Dakota.5917","SOUTH DAKOTA",46,"WALWORTH",129,"CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","","101"
"South_Dakota.5918","SOUTH DAKOTA",46,"WALWORTH",129,"CORN","CORN, GRAIN - ACRES HARVESTED","","62,861"
"South_Dakota.5919","SOUTH DAKOTA",46,"WALWORTH",129,"CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","","8,021,423"
"South_Dakota.5920","SOUTH DAKOTA",46,"WALWORTH",129,"CORN","CORN, SILAGE - OPERATIONS WITH AREA HARVESTED","","29"
"South_Dakota.5921","SOUTH DAKOTA",46,"WALWORTH",129,"CORN","CORN, SILAGE - ACRES HARVESTED","","3,539"
"South_Dakota.5922","SOUTH DAKOTA",46,"WALWORTH",129,"CORN","CORN, SILAGE - PRODUCTION, MEASURED IN TONS","","41,878"
"South_Dakota.5923","SOUTH DAKOTA",46,"WALWORTH",129,"WHEAT","WHEAT - OPERATIONS WITH AREA HARVESTED","","82"
"South_Dakota.5924","SOUTH DAKOTA",46,"WALWORTH",129,"WHEAT","WHEAT - ACRES HARVESTED","","50,722"
"South_Dakota.5925","SOUTH DAKOTA",46,"WALWORTH",129,"WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","","1,379,092"
"South_Dakota.5926","SOUTH DAKOTA",46,"WALWORTH",129,"WHEAT","WHEAT, SPRING, (EXCL DURUM) - OPERATIONS WITH AREA HARVESTED","","81"
"South_Dakota.5927","SOUTH DAKOTA",46,"WALWORTH",129,"WHEAT","WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","","45,534"
"South_Dakota.5928","SOUTH DAKOTA",46,"WALWORTH",129,"WHEAT","WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","","1,153,459"
"South_Dakota.5929","SOUTH DAKOTA",46,"WALWORTH",129,"WHEAT","WHEAT, WINTER - OPERATIONS WITH AREA HARVESTED","","21"
"South_Dakota.5930","SOUTH DAKOTA",46,"WALWORTH",129,"WHEAT","WHEAT, WINTER - ACRES HARVESTED","","5,188"
"South_Dakota.5931","SOUTH DAKOTA",46,"WALWORTH",129,"WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU","","225,633"
"South_Dakota.5932","SOUTH DAKOTA",46,"WALWORTH",129,"OATS","OATS - OPERATIONS WITH AREA HARVESTED","","13"
"South_Dakota.5933","SOUTH DAKOTA",46,"WALWORTH",129,"OATS","OATS - ACRES HARVESTED","","2,492"
"South_Dakota.5934","SOUTH DAKOTA",46,"WALWORTH",129,"OATS","OATS - PRODUCTION, MEASURED IN BU","","111,041"
"South_Dakota.5935","SOUTH DAKOTA",46,"WALWORTH",129,"BARLEY","BARLEY - OPERATIONS WITH AREA HARVESTED","","1"
"South_Dakota.5936","SOUTH DAKOTA",46,"WALWORTH",129,"BARLEY","BARLEY - ACRES HARVESTED","","(D)"
"South_Dakota.5937","SOUTH DAKOTA",46,"WALWORTH",129,"BARLEY","BARLEY - PRODUCTION, MEASURED IN BU","","(D)"
"South_Dakota.5938","SOUTH DAKOTA",46,"WALWORTH",129,"SORGHUM","SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED","","2"
"South_Dakota.5939","SOUTH DAKOTA",46,"WALWORTH",129,"SORGHUM","SORGHUM, GRAIN - ACRES HARVESTED","","(D)"
"South_Dakota.5940","SOUTH DAKOTA",46,"WALWORTH",129,"SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU","","(D)"
"South_Dakota.5941","SOUTH DAKOTA",46,"WALWORTH",129,"SORGHUM","SORGHUM, SILAGE - OPERATIONS WITH AREA HARVESTED","","2"
"South_Dakota.5942","SOUTH DAKOTA",46,"WALWORTH",129,"SORGHUM","SORGHUM, SILAGE - ACRES HARVESTED","","(D)"
"South_Dakota.5943","SOUTH DAKOTA",46,"WALWORTH",129,"SORGHUM","SORGHUM, SILAGE - PRODUCTION, MEASURED IN TONS","","(D)"
"South_Dakota.5944","SOUTH DAKOTA",46,"WALWORTH",129,"SOYBEANS","SOYBEANS - OPERATIONS WITH AREA HARVESTED","","105"
"South_Dakota.5945","SOUTH DAKOTA",46,"WALWORTH",129,"SOYBEANS","SOYBEANS - ACRES HARVESTED","","66,937"
"South_Dakota.5946","SOUTH DAKOTA",46,"WALWORTH",129,"SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","","2,382,803"
"South_Dakota.5947","SOUTH DAKOTA",46,"WALWORTH",129,"HAY & HAYLAGE","HAY & HAYLAGE - OPERATIONS WITH AREA HARVESTED","","121"
"South_Dakota.5948","SOUTH DAKOTA",46,"WALWORTH",129,"HAY & HAYLAGE","HAY & HAYLAGE - ACRES HARVESTED","","34,834"
"South_Dakota.5949","SOUTH DAKOTA",46,"WALWORTH",129,"HAY & HAYLAGE","HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS","","63,048"
"South_Dakota.5950","SOUTH DAKOTA",46,"WALWORTH",129,"SUNFLOWER","SUNFLOWER - OPERATIONS WITH AREA HARVESTED","","24"
"South_Dakota.5951","SOUTH DAKOTA",46,"WALWORTH",129,"SUNFLOWER","SUNFLOWER - ACRES HARVESTED","","9,538"
"South_Dakota.5952","SOUTH DAKOTA",46,"WALWORTH",129,"SUNFLOWER","SUNFLOWER - PRODUCTION, MEASURED IN LB","","18,570,669"
"South_Dakota.5953","SOUTH DAKOTA",46,"WALWORTH",129,"ORCHARDS","ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING","","1"
"South_Dakota.5954","SOUTH DAKOTA",46,"WALWORTH",129,"ORCHARDS","ORCHARDS - ACRES BEARING & NON-BEARING","","(D)"
"South_Dakota.5955","SOUTH DAKOTA",46,"WALWORTH",129,"AG LAND","AG LAND, INCL BUILDINGS - OPERATIONS WITH ASSET VALUE","","256"
"South_Dakota.5956","SOUTH DAKOTA",46,"YANKTON",135,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","","610"
"South_Dakota.5957","SOUTH DAKOTA",46,"YANKTON",135,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (1.0 TO 9.9 ACRES)","35"
"South_Dakota.5958","SOUTH DAKOTA",46,"YANKTON",135,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (10.0 TO 49.9 ACRES)","110"
"South_Dakota.5959","SOUTH DAKOTA",46,"YANKTON",135,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (50 TO 179 ACRES)","149"
"South_Dakota.5960","SOUTH DAKOTA",46,"YANKTON",135,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (180 TO 499 ACRES)","119"
"South_Dakota.5961","SOUTH DAKOTA",46,"YANKTON",135,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (500 TO 999 ACRES)","91"
"South_Dakota.5962","SOUTH DAKOTA",46,"YANKTON",135,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (1,000 OR MORE ACRES)","106"
"South_Dakota.5963","SOUTH DAKOTA",46,"YANKTON",135,"FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","","329,607"
"South_Dakota.5964","SOUTH DAKOTA",46,"YANKTON",135,"FARM OPERATIONS","FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION","","540"
"South_Dakota.5965","SOUTH DAKOTA",46,"YANKTON",135,"FARM OPERATIONS","FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION, MEDIAN","","195"
"South_Dakota.5966","SOUTH DAKOTA",46,"YANKTON",135,"AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / OPERATION","","2,389,517"
"South_Dakota.5967","SOUTH DAKOTA",46,"YANKTON",135,"AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","","4,422"
"South_Dakota.5968","SOUTH DAKOTA",46,"YANKTON",135,"MACHINERY TOTALS","MACHINERY TOTALS - ASSET VALUE, MEASURED IN $","","157,395,000"
"South_Dakota.5969","SOUTH DAKOTA",46,"YANKTON",135,"MACHINERY TOTALS","MACHINERY TOTALS - ASSET VALUE, MEASURED IN $ / OPERATION","","258,025"
"South_Dakota.5970","SOUTH DAKOTA",46,"YANKTON",135,"AG LAND","AG LAND, CROPLAND - NUMBER OF OPERATIONS","","528"
"South_Dakota.5971","SOUTH DAKOTA",46,"YANKTON",135,"AG LAND","AG LAND, CROPLAND - ACRES","","252,592"
"South_Dakota.5972","SOUTH DAKOTA",46,"YANKTON",135,"AG LAND","AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS","","454"
"South_Dakota.5973","SOUTH DAKOTA",46,"YANKTON",135,"AG LAND","AG LAND, CROPLAND, HARVESTED - ACRES","","232,945"
"South_Dakota.5974","SOUTH DAKOTA",46,"YANKTON",135,"AG LAND","AG LAND, IRRIGATED - NUMBER OF OPERATIONS","","68"
"South_Dakota.5975","SOUTH DAKOTA",46,"YANKTON",135,"AG LAND","AG LAND, IRRIGATED - ACRES","","38,028"
"South_Dakota.5976","SOUTH DAKOTA",46,"YANKTON",135,"COMMODITY TOTALS","COMMODITY TOTALS - SALES, MEASURED IN $","","162,378,000"
"South_Dakota.5977","SOUTH DAKOTA",46,"YANKTON",135,"COMMODITY TOTALS","COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION","","266,193"
"South_Dakota.5978","SOUTH DAKOTA",46,"YANKTON",135,"CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","","105,817,000"
"South_Dakota.5979","SOUTH DAKOTA",46,"YANKTON",135,"ANIMAL TOTALS","ANIMAL TOTALS, INCL PRODUCTS - SALES, MEASURED IN $","","56,561,000"
"South_Dakota.5980","SOUTH DAKOTA",46,"YANKTON",135,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","",""
"South_Dakota.5981","SOUTH DAKOTA",46,"YANKTON",135,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (LESS THAN 2,500 $)","139"
"South_Dakota.5982","SOUTH DAKOTA",46,"YANKTON",135,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (2,500 TO 4,999 $)","27"
"South_Dakota.5983","SOUTH DAKOTA",46,"YANKTON",135,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (5,000 TO 9,999 $)","35"
"South_Dakota.5984","SOUTH DAKOTA",46,"YANKTON",135,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (10,000 TO 24,999 $)","49"
"South_Dakota.5985","SOUTH DAKOTA",46,"YANKTON",135,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (25,000 TO 49,999 $)","48"
"South_Dakota.5986","SOUTH DAKOTA",46,"YANKTON",135,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (50,000 TO 99,999 $)","55"
"South_Dakota.5987","SOUTH DAKOTA",46,"YANKTON",135,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (100,000 OR MORE $)","257"
"South_Dakota.5988","SOUTH DAKOTA",46,"YANKTON",135,"GOVT PROGRAMS","GOVT PROGRAMS, FEDERAL - OPERATIONS WITH RECEIPTS","","466"
"South_Dakota.5989","SOUTH DAKOTA",46,"YANKTON",135,"GOVT PROGRAMS","GOVT PROGRAMS, FEDERAL - RECEIPTS, MEASURED IN $","","7,994,000"
"South_Dakota.5990","SOUTH DAKOTA",46,"YANKTON",135,"INCOME, FARM-RELATED","INCOME, FARM-RELATED - OPERATIONS WITH RECEIPTS","","384"
"South_Dakota.5991","SOUTH DAKOTA",46,"YANKTON",135,"INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $","","13,223,000"
"South_Dakota.5992","SOUTH DAKOTA",46,"YANKTON",135,"EXPENSE TOTALS","EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $","","135,548,000"
"South_Dakota.5993","SOUTH DAKOTA",46,"YANKTON",135,"EXPENSE TOTALS","EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $ / OPERATION","","222,210"
"South_Dakota.5994","SOUTH DAKOTA",46,"YANKTON",135,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - OPERATIONS WITH NET INCOME","","610"
"South_Dakota.5995","SOUTH DAKOTA",46,"YANKTON",135,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","","48,047,000"
"South_Dakota.5996","SOUTH DAKOTA",46,"YANKTON",135,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","","78,766"
"South_Dakota.5997","SOUTH DAKOTA",46,"YANKTON",135,"CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","","254"
"South_Dakota.5998","SOUTH DAKOTA",46,"YANKTON",135,"CATTLE","CATTLE, INCL CALVES - INVENTORY","","41,091"
"South_Dakota.5999","SOUTH DAKOTA",46,"YANKTON",135,"CATTLE","CATTLE, COWS, BEEF - OPERATIONS WITH INVENTORY","","220"
"South_Dakota.6000","SOUTH DAKOTA",46,"YANKTON",135,"CATTLE","CATTLE, COWS, BEEF - INVENTORY","","16,265"
"South_Dakota.6001","SOUTH DAKOTA",46,"YANKTON",135,"CATTLE","CATTLE, COWS, MILK - OPERATIONS WITH INVENTORY","","4"
"South_Dakota.6002","SOUTH DAKOTA",46,"YANKTON",135,"CATTLE","CATTLE, COWS, MILK - INVENTORY","","104"
"South_Dakota.6003","SOUTH DAKOTA",46,"YANKTON",135,"CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH SALES","","261"
"South_Dakota.6004","SOUTH DAKOTA",46,"YANKTON",135,"CATTLE","CATTLE, INCL CALVES - SALES, MEASURED IN HEAD","","33,951"
