state,county,ag_land_cropland_acres,ag_land_cropland_number_of_operations,ag_land_cropland_harvested_acres,ag_land_cropland_harvested_number_of_operations,ag_land_incl_buildings_asset_value_measured_in_$_acre,ag_land_incl_buildings_asset_value_measured_in_$_operation,ag_land_incl_buildings_operations_with_asset_value,ag_land_irrigated_acres,ag_land_irrigated_number_of_operations,animal_totals_incl_products_sales_measured_in_$,barley_acres_harvested,barley_operations_with_area_harvested,barley_production_measured_in_bu,beans_dry_edible_(excl_chickpeas_&_lima)_acres_harvested,beans_dry_edible_(excl_chickpeas_&_lima)_operations_with_area_harvested,beans_dry_edible_(excl_chickpeas_&_lima)_production_measured_in_cwt,cattle_cows_beef_inventory,cattle_cows_beef_operations_with_inventory,cattle_cows_milk_inventory,cattle_cows_milk_operations_with_inventory,cattle_incl_calves_inventory,cattle_incl_calves_operations_with_inventory,cattle_incl_calves_operations_with_sales,cattle_incl_calves_sales_measured_in_head,chickens_broilers_operations_with_sales,chickens_broilers_sales_measured_in_head,chickens_layers_inventory,chickens_layers_operations_with_inventory,commodity_totals_operations_with_sales,commodity_totals_sales_measured_in_$,commodity_totals_sales_measured_in_$_operation,corn_grain_acres_harvested,corn_grain_operations_with_area_harvested,corn_grain_production_measured_in_bu,corn_silage_acres_harvested,corn_silage_operations_with_area_harvested,corn_silage_production_measured_in_tons,crop_totals_sales_measured_in_$,expense_totals_operating_expense_measured_in_$,expense_totals_operating_expense_measured_in_$_operation,farm_operations_acres_operated,farm_operations_area_operated_measured_in_acres_operation,farm_operations_area_operated_measured_in_acres_operation_median,farm_operations_number_of_operations,govt_programs_federal_operations_with_receipts,govt_programs_federal_receipts_measured_in_$,hay_&_haylage_acres_harvested,hay_&_haylage_operations_with_area_harvested,hay_&_haylage_production_measured_in_tons_dry_basis,hogs_inventory,hogs_operations_with_inventory,hogs_operations_with_sales,hogs_sales_measured_in_head,income_farm_related_operations_with_receipts,income_farm_related_receipts_measured_in_$,income_net_cash_farm_of_operations_net_income_measured_in_$,income_net_cash_farm_of_operations_net_income_measured_in_$_operation,income_net_cash_farm_of_operations_operations_with_net_income,machinery_totals_asset_value_measured_in_$,machinery_totals_asset_value_measured_in_$_operation,oats_acres_harvested,oats_operations_with_area_harvested,oats_production_measured_in_bu,orchards_acres_bearing_&_non_bearing,orchards_operations_with_area_bearing_&_non_bearing,potatoes_acres_harvested,potatoes_operations_with_area_harvested,sheep_incl_lambs_inventory,sheep_incl_lambs_operations_with_inventory,sorghum_grain_acres_harvested,sorghum_grain_operations_with_area_harvested,sorghum_grain_production_measured_in_bu,sorghum_silage_acres_harvested,sorghum_silage_operations_with_area_harvested,sorghum_silage_production_measured_in_tons,soybeans_acres_harvested,soybeans_operations_with_area_harvested,soybeans_production_measured_in_bu,sugarbeets_acres_harvested,sugarbeets_operations_with_area_harvested,sugarbeets_production_measured_in_tons,sunflower_acres_harvested,sunflower_operations_with_area_harvested,sunflower_production_measured_in_lb,sweet_potatoes_acres_harvested,sweet_potatoes_operations_with_area_harvested,vegetable_totals_in_the_open_acres_harvested,vegetable_totals_in_the_open_operations_with_area_harvested,wheat_acres_harvested,wheat_operations_with_area_harvested,wheat_production_measured_in_bu,wheat_spring_(excl_durum)_acres_harvested,wheat_spring_(excl_durum)_operations_with_area_harvested,wheat_spring_(excl_durum)_production_measured_in_bu,wheat_spring_durum_acres_harvested,wheat_spring_durum_operations_with_area_harvested,wheat_spring_durum_production_measured_in_bu,wheat_winter_acres_harvested,wheat_winter_operations_with_area_harvested,wheat_winter_production_measured_in_bu
montana,teton,"460,072",537,"281,754",399,"1,186","1,533,701",686,"93,837",340,"38,487,000","56,837",134,"4,632,812",0,1,0,0,196,0,6,"46,002",222,202,"31,521",2,0,"69,282",29,268,"107,206,000","156,277",0,0,0,0,0,0,"68,719,000","99,333,000","144,800","887,436","1,294",315,686,391,"8,367,000","54,875",285,"123,722",0,11,9,0,392,"8,571,000","24,811,000","36,168",686,"108,731,000","159,196","1,070",4,"30,509",0,0,0,2,"6,849",31,0,0,0,0,0,0,148,3,"7,932",0,0,0,931,3,"380,188",0,0,16,6,"125,246",140,"5,907,088","38,539",93,"1,429,887","10,340",27,"547,892","76,367",94,"3,929,309"
montana,toole,"734,547",323,"416,771",236,877,"2,653,458",362,"5,327",32,"17,254,000","82,404",86,"3,179,456",0,1,0,"12,008",95,380,3,"18,245",96,89,"11,077",1,0,"26,229",9,115,"84,182,000","232,547",0,0,0,0,0,0,"66,928,000","78,022,000","215,530","1,094,910","3,025","1,800",362,300,"11,549,000","22,376",109,"32,405",0,6,7,0,237,"9,452,000","27,161,000","75,031",362,"101,060,000","280,722",0,3,0,0,0,0,1,"2,364",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"216,164",181,"6,172,378","136,351",147,"3,352,415","21,456",28,"567,549","58,357",75,"2,252,414"
montana,treasure,"55,761",86,"47,954",84,578,"2,934,450",121,"36,647",75,"17,954,000","6,593",23,"841,863",0,0,0,0,58,0,1,"28,375",72,65,"17,426",0,0,82,5,22,"45,026,000","372,118","1,558",11,"283,816","5,876",25,"159,485","27,072,000","37,363,000","308,789","614,142","5,076","1,060",121,57,"1,197,000","13,377",70,"50,251",0,1,1,0,77,"3,088,000","11,948,000","98,745",121,"41,173,000","340,275",0,0,0,0,0,0,0,514,4,0,0,0,0,0,0,516,3,"24,374","4,400",11,"171,988",0,0,0,0,0,0,0,"9,413",25,"517,489","4,973",22,"348,653",700,4,"35,556","3,740",7,"133,280"
montana,valley,"779,166",478,"525,680",357,644,"1,883,822",557,"45,099",135,"43,258,000","5,650",10,"177,056",0,1,0,0,185,0,1,"61,831",200,200,"48,052",0,0,442,20,150,"96,553,000","173,344","1,224",7,"99,900","1,126",7,"21,384","53,295,000","112,756,000","202,434","1,630,027","2,926",872,557,417,"13,469,000","68,189",227,"122,182",0,1,1,0,316,"25,998,000","23,263,000","41,765",557,"152,199,000","274,232",0,2,0,0,1,0,2,554,13,0,1,0,0,0,0,"1,699",10,"51,454",0,0,0,0,0,0,0,0,0,2,"287,395",194,"4,352,529","226,829",177,"3,450,649","46,714",50,"605,355","13,852",22,"296,525"
montana,wheatland,"138,771",106,"81,579",89,693,"3,425,165",174,"23,019",68,"34,350,000","6,575",7,"311,180",0,1,0,0,98,0,4,"43,006",109,106,"24,106",3,"16,700",248,17,28,"43,103,000","247,719",0,1,0,0,1,0,"8,753,000","34,999,000","201,146","860,203","4,944","1,000",174,88,"2,221,000","38,557",88,"60,427","17,083",3,3,"24,010",84,"1,359,000","11,684,000","67,150",174,"34,696,000","199,401",93,3,"3,300",0,0,30,3,"12,523",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4,"26,943",14,"836,372","7,165",11,"149,490","2,611",3,"99,326","17,167",10,"587,556"
montana,wibaux,"98,328",85,"67,278",75,617,"2,321,989",137,"2,936",9,"12,435,000","1,168",7,"56,276",0,0,0,0,87,0,1,"21,050",91,85,"12,552",0,0,254,16,27,"18,012,000","131,471","1,114",5,"29,991",0,2,0,"5,576,000","20,153,000","147,099","515,403","3,762","1,340",137,114,"2,083,000","24,886",68,"22,088",0,0,2,0,92,"4,037,000","3,979,000","29,044",137,"30,702,000","224,104",494,5,"7,771",0,0,0,0,"1,630",6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"23,235",26,"351,745","12,464",21,"175,711","6,076",11,"66,855","4,695",11,"109,179"
montana,yellowstone,"298,985",773,"186,765",665,"1,003","1,223,832","1,314","76,822",641,"92,209,000","16,742",95,"1,552,259",0,1,0,"36,827",445,330,18,"110,710",540,500,"84,590",10,0,"20,552",193,571,"135,287,000","102,958","8,068",55,"869,373","6,952",51,"160,572","43,078,000","127,316,000","96,892","1,602,794","1,220",60,"1,314",295,"5,615,000","66,107",599,"116,988",0,31,27,0,496,"8,851,000","22,437,000","17,076","1,314","136,561,000","104,007",0,3,0,8,6,5,6,"2,082",60,0,0,0,0,0,0,321,4,"18,145","4,682",35,"146,210","1,413",3,"921,807",0,1,121,17,"73,041",91,"2,822,693","8,274",55,"394,240",700,3,"3,950","64,067",58,"2,424,503"
north dakota,adams,"388,019",334,"289,199",232,"1,067","1,682,952",380,0,0,"29,966,000","2,091",7,"89,356",0,0,0,0,141,0,2,"29,950",144,146,"22,976",3,550,470,11,146,"60,396,000","158,938","53,999",55,"2,558,669","6,735",16,"41,312","30,430,000","74,723,000","196,640","599,579","1,578",480,380,312,"8,748,000","75,199",206,"75,816",0,2,2,0,272,"20,210,000","14,631,000","38,503",380,"112,887,000","297,071",336,4,"5,736",0,0,0,0,"3,626",7,0,0,0,0,0,0,"7,063",17,"91,893",0,0,0,"22,848",43,"24,155,344",0,0,0,0,"86,227",76,"1,848,763","70,964",63,"1,492,151",0,17,0,0,2,0
north dakota,barnes,"819,825",679,"722,914",503,"2,311","2,937,290",749,"2,481",9,"21,132,000","11,471",43,"937,279","9,991",26,"222,622",0,167,0,1,"34,300",184,171,"17,769",2,0,357,23,258,"278,736,000","372,144","194,835",259,"29,533,371","2,877",30,"55,227","257,603,000","237,199,000","316,687","952,048","1,271",360,749,586,"8,226,000","19,477",223,"45,519",95,5,7,326,577,"22,743,000","72,506,000","96,804",749,"296,301,000","395,596",612,12,"45,028",0,1,0,3,"2,272",27,0,0,0,0,0,0,"407,715",356,"14,871,077",0,0,0,0,2,0,0,0,66,6,"72,529",178,"4,328,965","67,615",162,"4,030,502","4,914",23,"298,463",0,0,0
north dakota,benson,"586,721",420,"503,944",337,"1,368","2,172,369",473,"2,028",5,"16,652,000","25,857",69,"1,939,168","34,814",56,"656,426",0,149,0,2,"30,315",153,136,"15,155",0,0,240,14,138,"164,317,000","347,393","59,722",123,"7,753,257","2,926",29,"36,638","147,665,000","126,257,000","266,928","750,870","1,587",705,473,373,"9,813,000","39,127",189,"63,700",34,4,0,0,359,"8,841,000","56,713,000","119,901",473,"181,794,000","384,343","1,444",17,"81,717",0,1,0,0,76,3,0,0,0,0,0,0,"202,859",222,"6,815,448",0,0,0,"2,392",7,"4,934,000",0,0,0,2,"122,254",199,"6,766,206","113,585",181,"6,331,626","8,669",25,"434,580",0,0,0
north dakota,billings,"125,728",163,"87,556",127,919,"3,308,786",204,0,2,"23,087,000","2,610",7,"92,480",0,0,0,"18,508",144,42,4,"31,163",144,139,"25,578",0,0,226,19,38,"28,754,000","140,949","3,445",11,"185,425",393,6,"3,409","5,667,000","25,513,000","125,064","734,722","3,602","1,094",204,142,"2,338,000","44,144",115,"28,853",80,3,3,90,149,"4,946,000","10,525,000","51,594",204,"48,370,000","237,105",635,6,"27,050",0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,"3,651",8,"4,468,320",0,0,0,1,"28,865",34,"532,779","26,862",33,"501,878",800,4,"10,000","1,203",5,"20,901"
north dakota,bottineau,"865,610",629,"765,191",479,"1,546","2,166,705",684,29,5,"16,070,000","20,219",48,"1,300,384",0,4,0,"8,628",137,0,0,"14,081",143,124,"8,397",1,0,146,7,221,"215,501,000","315,060","33,095",53,"3,130,130",627,12,"9,392","199,430,000","179,419,000","262,308","958,377","1,401",521,684,557,"18,721,000","41,707",226,"50,603",0,2,4,0,495,"13,883,000","68,686,000","100,418",684,"241,646,000","354,320","3,655",13,"252,139",0,2,0,1,422,8,0,0,0,0,0,0,"264,490",270,"8,616,670",0,0,0,"3,212",11,"4,855,989",0,0,0,2,"275,185",291,"12,510,030","236,142",270,"11,183,118",0,53,0,0,2,0
north dakota,bowman,"334,867",296,"232,332",209,"1,028","2,144,932",341,878,5,"54,526,000","5,561",14,"204,829",0,0,0,"22,682",144,4,4,"38,521",149,140,"35,208",2,0,153,6,123,"74,079,000","217,241","14,632",28,"854,825","1,368",9,"6,939","19,553,000","67,037,000","196,590","711,385","2,086",700,341,273,"5,354,000","82,740",187,"61,020",0,1,1,0,223,"7,839,000","20,236,000","59,343",341,"86,708,000","254,275",711,8,"52,780",0,0,0,0,"6,126",26,0,0,0,0,0,0,0,2,0,0,0,0,"6,556",13,"7,856,520",0,0,0,0,"93,947",70,"1,854,850","55,791",57,"1,155,506","37,677",26,"687,373",479,5,"11,971"
north dakota,burke,"393,351",317,"315,550",199,"1,054","1,537,171",356,0,0,"10,421,000","10,660",31,"652,822",0,1,0,"9,650",76,0,0,"15,980",86,72,"10,739",0,0,49,4,148,"71,578,000","201,062","1,508",13,"141,655",215,3,"2,133","61,157,000","63,476,000","178,302","519,380","1,459",600,356,314,"7,985,000","36,942",112,"42,000",0,1,0,0,224,"6,428,000","22,515,000","63,245",356,"107,999,000","303,368","5,309",22,"456,165",0,0,0,0,144,6,0,0,0,0,0,0,"31,263",64,"734,931",0,0,0,"5,987",17,"9,870,967",0,0,0,0,"119,544",130,"4,249,464","63,678",81,"2,543,639",0,74,0,0,1,0
north dakota,burleigh,"423,352",567,"341,199",503,"1,900","1,994,601",785,"4,001",32,"68,725,000","16,645",22,"769,496","2,360",5,"43,056","44,000",282,686,10,"83,872",298,309,"51,467",4,78,0,43,300,"134,131,000","170,867","48,788",101,"4,570,487","9,478",57,"125,108","65,405,000","106,464,000","135,623","824,199","1,050",155,785,415,"6,674,000","100,572",423,"146,045",76,4,2,0,421,"10,233,000","44,573,000","56,781",785,"157,567,000","200,722","2,247",11,"161,840",14,9,0,10,572,29,0,0,0,0,0,0,"63,727",82,"1,991,910",0,0,0,"14,067",21,"27,773,922",0,0,170,17,"56,441",91,"1,751,517","39,168",74,"1,204,503","16,029",23,"484,752","1,244",6,"62,262"
north dakota,cass,"1,085,430",727,"1,045,202",611,"3,718","5,339,580",784,"13,871",32,"22,266,000","12,082",42,"1,072,404","11,804",23,"237,664",0,103,0,2,"12,712",113,95,"7,232",10,"1,270","1,289",27,184,"439,453,000","560,527","308,952",383,"49,723,902",562,10,"8,672","417,188,000","365,332,000","465,985","1,126,085","1,436",746,784,559,"8,418,000","12,073",150,"25,696",0,3,7,"10,716",579,"28,199,000","110,738,000","141,247",784,"436,769,000","557,103",0,1,0,51,10,2,4,"2,854",20,0,0,0,0,0,0,"588,856",483,"22,056,511","17,477",43,"496,702","7,286",19,"17,388,432",0,0,23,6,"84,930",201,"5,568,070","80,045",189,"5,271,328",0,12,0,0,2,0
north dakota,cavalier,"877,208",495,"823,328",399,"2,080","3,691,559",523,318,8,"4,108,000","15,798",63,"1,197,237","20,727",57,"333,735",0,43,0,2,"2,099",43,43,"1,168",6,"1,167",88,6,110,"280,592,000","536,506","16,631",69,"2,029,675",0,1,0,"276,485,000","210,566,000","402,612","928,239","1,775","1,120",523,473,"25,654,000","5,851",52,"9,770",0,0,0,0,397,"19,710,000","115,390,000","220,631",523,"285,943,000","546,736",405,9,"33,493",5,5,4,4,135,5,0,0,0,0,0,0,"199,898",311,"6,133,384",0,0,0,"3,368",18,"6,614,193",0,0,16,4,"295,858",332,"18,904,264","272,803",315,"17,661,198",0,37,0,0,1,0
north dakota,dickey,"541,941",393,"455,957",298,"2,375","3,847,791",419,"14,813",31,"43,296,000","2,403",11,"161,960","3,469",6,"76,425","24,005",142,0,0,"52,428",154,144,"28,630",4,204,712,20,105,"225,092,000","537,212","164,970",185,"26,652,326","3,905",35,"67,023","181,796,000","191,443,000","456,904","678,927","1,620",750,419,340,"6,323,000","34,757",180,"109,283",0,2,2,0,324,"18,519,000","58,491,000","139,597",419,"213,748,000","510,138","1,928",15,"111,984",0,0,0,2,"4,732",13,0,0,0,0,2,0,"211,676",203,"8,256,223",0,0,0,"2,410",7,"4,230,600",0,0,0,2,"23,115",45,"1,080,041",0,41,0,0,2,0,"1,737",8,"105,117"
north dakota,divide,"538,723",398,"433,046",269,"1,069","1,808,767",416,"2,265",17,"9,906,000",985,13,"42,480",422,3,"8,148","10,139",96,0,0,"13,828",99,96,"9,737",2,0,277,14,157,"71,450,000","171,754","3,572",19,"191,615",914,7,"7,438","61,544,000","71,653,000","172,242","704,197","1,693",800,416,380,"9,797,000","42,730",140,"41,543",0,1,3,0,296,"10,809,000","20,403,000","49,046",416,"149,024,000","358,232","1,861",15,"76,818",0,0,0,0,120,3,0,0,0,0,0,0,"27,181",64,"463,661",0,0,0,"3,159",10,"5,754,814",0,0,0,0,"195,872",180,"4,512,664","52,307",95,"1,480,021","140,629",148,"2,919,814","2,936",8,"112,829"
north dakota,dunn,"417,815",431,"315,667",379,"1,147","2,225,966",524,788,13,"49,901,000","6,909",32,"291,153",0,0,0,"42,723",293,4,4,"70,169",309,314,"46,746",1,0,437,19,100,"77,605,000","148,102","14,639",37,"761,275","5,573",34,"45,558","27,704,000","77,345,000","147,606","1,016,961","1,941","1,144",524,346,"6,276,000","130,009",343,"138,293",334,9,10,351,341,"14,443,000","20,979,000","40,036",524,"155,816,000","297,360","2,609",20,"143,688",0,0,0,2,699,17,0,0,0,0,0,0,"1,053",5,"25,723",0,0,0,"7,557",24,"9,689,304",0,0,0,2,"128,285",126,"2,715,297","113,819",114,"2,365,403","11,385",23,"259,860","3,081",10,"90,034"
north dakota,eddy,"285,628",280,"225,420",199,"1,455","1,886,332",291,0,0,"18,632,000","3,789",19,"295,246","9,100",30,"175,878","15,159",104,0,0,"29,310",108,103,"15,192",0,0,0,0,98,"82,231,000","282,582","31,010",84,"4,041,124","1,912",20,"20,132","63,600,000","55,075,000","189,263","377,145","1,296",655,291,259,"4,439,000","40,141",140,"88,964",0,0,0,0,209,"5,434,000","37,029,000","127,248",291,"90,966,000","312,599","2,571",23,"122,190",0,0,0,0,514,5,0,0,0,0,0,0,"83,250",120,"2,948,683",0,0,0,"3,362",14,"5,053,096",0,0,0,0,"42,829",107,"2,192,578","42,074",105,"2,159,153",0,2,0,0,3,0
north dakota,emmons,"500,409",458,"435,870",376,"1,585","2,493,059",516,"10,090",17,"50,296,000","7,019",17,"295,622",0,2,0,"35,339",259,595,14,"68,889",274,266,"41,675",0,0,97,4,111,"162,102,000","314,151","93,971",176,"9,993,369","4,344",52,"57,783","111,806,000","146,002,000","282,949","811,583","1,573",768,516,422,"7,581,000","70,090",287,"127,512",0,1,1,0,386,"15,937,000","39,618,000","76,779",516,"183,671,000","357,337","3,197",24,"202,235",4,3,0,1,"1,305",3,0,0,0,0,0,0,"121,933",149,"4,306,708",0,0,0,"52,912",111,"107,743,215",0,0,0,1,"65,294",150,"1,671,778","55,873",136,"1,368,539","8,473",16,"265,544",948,4,"37,695"
north dakota,foster,"342,911",214,"299,987",179,"2,008","3,438,653",230,"2,788",11,"27,953,000","11,354",23,"885,993","4,566",15,"86,711",0,63,0,1,"23,083",68,66,"15,663",0,0,259,8,39,"118,733,000","516,229","68,561",99,"8,869,727","3,114",37,"50,972","90,780,000","106,056,000","461,113","393,909","1,713","1,278",230,197,"5,532,000","15,365",73,"33,518",72,6,7,150,175,"18,268,000","36,476,000","158,593",230,"140,231,000","609,701",316,6,"14,644",2,4,0,2,391,8,0,0,0,0,0,0,"145,661",129,"5,170,202",0,0,0,"1,809",6,"3,186,669",0,0,26,3,"41,696",85,"2,047,878","35,383",79,"1,714,552",0,11,0,0,3,0
north dakota,golden valley,"274,099",239,"171,764",177,"1,052","2,296,429",287,"1,106",11,"24,322,000",652,4,"25,407",0,0,0,"19,416",139,18,9,"32,816",146,137,"20,434",2,0,653,21,79,"45,171,000","157,390","8,238",19,"367,241","1,001",3,"20,726","20,849,000","49,731,000","173,278","626,343","2,182",640,287,218,"5,890,000","40,228",147,"36,165",0,2,3,44,189,"6,802,000","8,133,000","28,337",287,"89,965,000","313,468","1,480",12,"57,760",0,0,0,1,"3,352",17,0,0,0,0,0,0,0,0,0,0,0,0,"2,238",8,"2,953,340",0,0,0,1,"74,946",56,"1,527,228","32,257",45,"683,047","41,621",36,"814,266","1,068",5,"29,915"
north dakota,grand forks,"744,093",831,"646,860",497,"3,411","3,064,078",889,"27,498",27,"23,704,000","5,215",19,"361,621","86,562",162,"1,695,070",0,118,0,1,"17,058",125,103,"9,937",2,0,0,7,391,"318,362,000","358,113","110,718",196,"16,487,951",292,13,"4,698","294,658,000","270,319,000","304,071","798,480",898,266,889,778,"14,911,000","14,696",144,"32,572",0,3,3,0,651,"28,336,000","91,290,000","102,688",889,"319,873,000","359,812",0,1,0,0,0,"11,244",17,129,6,0,0,0,0,0,0,"244,573",328,"8,340,161","35,413",78,"1,043,145","4,289",19,"7,786,190",0,0,"11,269",20,"127,562",266,"7,963,275","127,406",263,"7,954,578",0,1,0,0,2,0
north dakota,grant,"429,013",367,"292,548",272,"1,071","2,494,937",412,"2,146",11,"53,935,000",0,4,0,0,0,0,"39,196",243,16,5,"65,965",249,245,"45,823",1,0,264,9,105,"83,018,000","201,501","38,674",72,"2,233,800","6,818",47,"60,491","29,084,000","74,387,000","180,550","959,467","2,329","1,030",412,360,"8,094,000","105,895",239,"118,394",0,1,1,0,305,"15,131,000","31,856,000","77,321",412,"108,857,000","264,216","1,105",12,"66,540",0,0,0,0,"1,691",21,0,0,0,0,1,0,"6,002",18,"123,055",0,0,0,"27,808",52,"46,662,397",0,0,0,0,"85,889",85,"1,234,539","81,321",80,"1,185,712",0,4,0,0,2,0
north dakota,griggs,"364,840",365,"305,764",259,"1,777","2,051,720",393,"1,504",9,"9,544,000","6,289",18,"477,290","12,594",29,"296,594","9,224",122,3,3,"17,730",122,111,"10,287",0,0,516,11,131,"114,622,000","291,659","47,527",89,"7,452,159","1,065",27,"18,744","105,078,000","90,173,000","229,449","453,644","1,154",534,393,347,"7,670,000","26,037",150,"60,622",0,2,2,0,296,"11,347,000","43,465,000","110,599",393,"133,565,000","339,861","1,166",14,"89,982",0,4,3,3,"1,062",11,0,0,0,0,0,0,"140,048",148,"5,109,516",0,0,0,"2,035",12,"2,123,058",0,0,10,6,"66,520",122,"3,963,723","65,516",121,"3,920,423",0,5,0,0,1,0
north dakota,hettinger,"586,003",416,"468,172",262,"1,405","2,055,386",482,0,0,"13,271,000","1,013",8,"39,340",0,0,0,0,130,0,1,"15,237",137,119,"10,739",0,0,444,23,220,"66,553,000","138,077","35,840",63,"1,987,735","1,032",13,"10,606","53,282,000","86,244,000","178,930","704,881","1,462",465,482,418,"13,029,000","52,884",183,"36,726",0,1,1,0,335,"24,010,000","17,348,000","35,991",482,"127,454,000","264,427",685,5,"57,308",0,2,0,0,515,14,0,0,0,0,0,0,"5,030",17,"74,529",0,0,0,"18,181",36,"24,278,545",0,0,0,0,"260,881",135,"4,942,487","211,132",120,"4,065,421","48,581",58,"840,470","1,168",8,"36,596"
north dakota,kidder,"423,945",446,"316,750",343,"1,258","1,978,460",476,"23,722",38,"40,762,000","6,308",32,"349,971",0,2,0,"40,290",221,23,6,"68,114",228,224,"34,149",0,0,523,20,141,"113,586,000","238,627","23,216",71,"3,240,347","6,830",55,"96,539","72,824,000","91,630,000","192,500","748,445","1,572",800,476,393,"6,882,000","116,231",296,"158,165",120,8,7,192,346,"6,019,000","34,858,000","73,231",476,"125,964,000","264,631","6,793",38,"311,307",0,0,"6,252",6,"6,026",24,0,0,0,0,0,0,"62,213",111,"2,140,830",0,0,0,"1,300",5,"1,820,000",0,0,"6,339",11,"67,727",145,"2,121,112","59,609",138,"1,846,972","7,641",17,"260,784",477,3,"13,356"
north dakota,la moure,"632,944",533,"568,231",427,"2,539","3,230,939",571,"5,528",24,"33,486,000","2,563",14,"139,815","7,472",17,"168,849","12,639",165,180,4,"28,102",178,174,"20,186",2,0,872,11,129,"225,991,000","395,781","151,319",257,"23,150,510","2,534",31,"34,843","192,505,000","195,931,000","343,137","726,731","1,273",715,571,448,"4,860,000","19,974",194,"42,742",0,1,1,0,468,"20,363,000","55,283,000","96,817",571,"238,487,000","417,666","1,063",14,"57,051",0,0,0,6,151,4,0,0,0,0,0,0,"333,701",337,"11,498,872",0,0,0,"2,638",10,"1,802,197",0,0,0,6,"42,207",150,"1,877,930","39,967",142,"1,800,942",0,7,0,0,2,0
north dakota,logan,"347,661",315,"288,475",279,"1,191","2,144,519",351,"2,372",8,"100,011,000","3,305",14,"136,564",0,1,0,"33,607",172,713,5,"77,256",192,193,"60,695",1,0,82,3,85,"155,379,000","442,675","30,709",89,"3,374,583","7,487",58,"106,052","55,368,000","127,759,000","363,986","631,778","1,800","1,050",351,298,"4,218,000","74,827",230,"155,549",0,2,2,0,250,"6,769,000","38,607,000","109,991",351,"114,472,000","326,130","3,325",23,"114,561",0,1,0,0,585,14,0,0,0,0,1,0,"109,005",141,"2,990,589",0,0,0,"3,700",8,"4,488,856",0,0,0,0,"47,704",109,"1,783,278","45,533",106,"1,718,048","2,171",5,"65,230",0,0,0
north dakota,mchenry,"629,415",667,"499,325",531,"1,089","1,510,122",750,"6,226",19,"64,151,000","10,686",47,"569,425","1,706",5,"25,764",0,325,0,2,"83,726",337,329,"47,609",4,142,829,26,228,"146,347,000","195,129","40,023",109,"3,613,643","13,034",60,"136,632","82,196,000","128,014,000","170,685","1,040,198","1,387",490,750,582,"10,874,000","145,015",425,"187,594",0,3,2,0,513,"10,197,000","39,404,000","52,539",750,"180,593,000","241,112","5,059",47,"371,807",0,3,0,1,"2,032",13,87,3,"5,910",0,0,0,"108,528",154,"3,063,441",0,0,0,"1,631",5,"2,530,960",0,0,0,1,"116,761",171,"3,896,343","104,415",155,"3,508,144","12,085",26,"381,376",261,3,"6,823"
north dakota,mcintosh,"298,286",295,"257,023",243,"1,364","1,832,362",363,694,3,"41,097,000",672,9,"21,600",0,1,0,0,190,0,8,"53,606",196,207,"33,137",3,138,213,7,84,"94,800,000","261,158","36,640",76,"4,180,181","6,051",36,"68,871","53,703,000","84,842,000","233,726","487,665","1,343",480,363,278,"3,200,000","53,574",198,"77,162",99,7,7,66,268,"8,677,000","21,835,000","60,153",363,"99,791,000","275,666",747,7,"26,944",0,0,0,0,"1,013",18,0,0,0,0,0,0,"84,064",108,"2,401,132",0,0,0,"11,562",28,"19,153,655",0,0,0,0,"57,745",96,"1,951,212","53,440",94,"1,837,371","3,346",4,"77,753",959,5,"36,088"
north dakota,mckenzie,"433,255",445,"342,035",385,"1,026","2,130,024",539,"26,683",66,"54,511,000","6,744",25,"263,798","1,227",4,"17,597","46,747",268,24,6,"78,111",290,280,"51,002",0,0,344,17,107,"104,690,000","194,230","1,465",12,"98,305","2,862",28,"31,470","50,179,000","96,731,000","179,465","1,119,275","2,077","1,020",539,344,"7,119,000","105,237",310,"109,518",160,5,8,392,316,"10,094,000","25,171,000","46,699",539,"200,521,000","372,024","1,658",18,"85,159",0,0,0,0,0,1,0,0,0,208,4,"1,596","2,889",16,"103,146","11,026",34,"341,566",0,1,0,0,0,0,0,"158,067",163,"3,917,255","80,009",123,"2,060,848","77,041",89,"1,834,661","1,017",5,"21,746"
north dakota,mclean,"807,311",691,"729,466",543,"1,785","2,448,520",762,"8,098",30,"26,109,000","7,528",25,"439,190","27,185",41,"400,181","19,001",241,0,0,"32,256",247,243,"20,218",2,0,473,23,245,"176,922,000","232,181","79,230",115,"7,501,711","2,785",23,"22,712","150,812,000","162,996,000","213,905","1,045,419","1,372",480,762,620,"17,822,000","59,551",358,"75,751",0,1,0,0,537,"16,483,000","48,231,000","63,295",762,"249,534,000","327,473","2,286",18,"107,181",0,1,0,3,196,5,0,0,0,0,0,0,"128,482",212,"3,461,961",0,0,0,"3,263",9,"6,086,554",0,0,0,3,"258,693",289,"8,018,723","215,381",246,"6,714,402","42,444",80,"1,256,806",868,4,"47,515"
